Age,PremiumType,Occ,Gender,BenefitPeriod,Rate
 21 ,Stepped,WC,M,5,3.806
 22 ,Stepped,WC,M,5,3.806
 23 ,Stepped,WC,M,5,3.806
 24 ,Stepped,WC,M,5,3.806
 25 ,Stepped,WC,M,5,3.806
 26 ,Stepped,WC,M,5,3.806
 27 ,Stepped,WC,M,5,3.895
 28 ,Stepped,WC,M,5,3.910
 29 ,Stepped,WC,M,5,3.940
 30 ,Stepped,WC,M,5,4.089
 31 ,Stepped,WC,M,5,4.238
 32 ,Stepped,WC,M,5,4.298
 33 ,Stepped,WC,M,5,4.446
 34 ,Stepped,WC,M,5,4.626
 35 ,Stepped,WC,M,5,4.775
 36 ,Stepped,WC,M,5,4.821
 37 ,Stepped,WC,M,5,5.061
 38 ,Stepped,WC,M,5,5.379
 39 ,Stepped,WC,M,5,5.674
 40 ,Stepped,WC,M,5,6.044
 41 ,Stepped,WC,M,5,6.405
 42 ,Stepped,WC,M,5,6.811
 43 ,Stepped,WC,M,5,7.220
 44 ,Stepped,WC,M,5,7.794
 45 ,Stepped,WC,M,5,8.226
 46 ,Stepped,WC,M,5,8.971
 47 ,Stepped,WC,M,5,9.518
 48 ,Stepped,WC,M,5,10.034
 49 ,Stepped,WC,M,5,10.955
 50 ,Stepped,WC,M,5,12.162
 51 ,Stepped,WC,M,5,13.288
 52 ,Stepped,WC,M,5,14.409
 53 ,Stepped,WC,M,5,15.717
 54 ,Stepped,WC,M,5,17.090
 55 ,Stepped,WC,M,5,18.651
 56 ,Stepped,WC,M,5,19.762
 57 ,Stepped,WC,M,5,21.347
 58 ,Stepped,WC,M,5,22.525
 59 ,Stepped,WC,M,5,23.344
 60 ,Stepped,WC,M,5,24.070
 61 ,Stepped,WC,M,5,24.854
 62 ,Stepped,WC,M,5,25.700
 63 ,Stepped,WC,M,5,24.793
 64 ,Stepped,WC,M,5,24.378
 19 ,Stepped,WC,F,1,4.154
 20 ,Stepped,WC,F,1,4.154
 21 ,Stepped,WC,F,1,4.208
 22 ,Stepped,WC,F,1,4.214
 23 ,Stepped,WC,F,1,4.207
 24 ,Stepped,WC,F,1,4.206
 25 ,Stepped,WC,F,1,4.190
 26 ,Stepped,WC,F,1,4.177
 27 ,Stepped,WC,F,1,4.268
 28 ,Stepped,WC,F,1,4.376
 29 ,Stepped,WC,F,1,4.435
 30 ,Stepped,WC,F,1,4.589
 31 ,Stepped,WC,F,1,4.627
 32 ,Stepped,WC,F,1,4.585
 33 ,Stepped,WC,F,1,4.590
 34 ,Stepped,WC,F,1,4.650
 35 ,Stepped,WC,F,1,4.734
 36 ,Stepped,WC,F,1,4.914
 37 ,Stepped,WC,F,1,5.103
 38 ,Stepped,WC,F,1,5.221
 39 ,Stepped,WC,F,1,5.411
 40 ,Stepped,WC,F,1,5.618
 41 ,Stepped,WC,F,1,5.946
 42 ,Stepped,WC,F,1,6.307
 43 ,Stepped,WC,F,1,6.670
 44 ,Stepped,WC,F,1,7.112
 45 ,Stepped,WC,F,1,7.577
 46 ,Stepped,WC,F,1,8.097
 47 ,Stepped,WC,F,1,8.715
 48 ,Stepped,WC,F,1,9.474
 49 ,Stepped,WC,F,1,10.354
 50 ,Stepped,WC,F,1,11.233
 51 ,Stepped,WC,F,1,12.204
 52 ,Stepped,WC,F,1,13.609
 53 ,Stepped,WC,F,1,14.725
 54 ,Stepped,WC,F,1,16.021
 55 ,Stepped,WC,F,1,17.240
 56 ,Stepped,WC,F,1,18.643
 57 ,Stepped,WC,F,1,20.597
 58 ,Stepped,WC,F,1,22.986
 59 ,Stepped,WC,F,1,24.404
 60 ,Stepped,WC,F,1,26.744
 61 ,Stepped,WC,F,1,29.241
 62 ,Stepped,WC,F,1,31.983
 63 ,Stepped,WC,F,1,35.741
 64 ,Stepped,WC,F,1,35.776
 19 ,Stepped,WC,F,2,4.154
 20 ,Stepped,WC,F,2,4.154
 21 ,Stepped,WC,F,2,4.208
 22 ,Stepped,WC,F,2,4.214
 23 ,Stepped,WC,F,2,4.207
 24 ,Stepped,WC,F,2,4.206
 25 ,Stepped,WC,F,2,4.190
 26 ,Stepped,WC,F,2,4.177
 27 ,Stepped,WC,F,2,4.268
 28 ,Stepped,WC,F,2,4.376
 29 ,Stepped,WC,F,2,4.435
 30 ,Stepped,WC,F,2,4.589
 31 ,Stepped,WC,F,2,4.627
 32 ,Stepped,WC,F,2,4.585
 33 ,Stepped,WC,F,2,4.590
 34 ,Stepped,WC,F,2,4.650
 35 ,Stepped,WC,F,2,4.734
 36 ,Stepped,WC,F,2,4.914
 37 ,Stepped,WC,F,2,5.103
 38 ,Stepped,WC,F,2,5.221
 39 ,Stepped,WC,F,2,5.411
 40 ,Stepped,WC,F,2,5.618
 41 ,Stepped,WC,F,2,5.946
 42 ,Stepped,WC,F,2,6.307
 43 ,Stepped,WC,F,2,6.670
 44 ,Stepped,WC,F,2,7.112
 45 ,Stepped,WC,F,2,7.577
 46 ,Stepped,WC,F,2,8.097
 47 ,Stepped,WC,F,2,8.715
 48 ,Stepped,WC,F,2,9.474
 49 ,Stepped,WC,F,2,10.354
 50 ,Stepped,WC,F,2,11.233
 51 ,Stepped,WC,F,2,12.204
 52 ,Stepped,WC,F,2,13.609
 53 ,Stepped,WC,F,2,14.725
 54 ,Stepped,WC,F,2,16.021
 55 ,Stepped,WC,F,2,17.240
 56 ,Stepped,WC,F,2,18.643
 57 ,Stepped,WC,F,2,20.597
 58 ,Stepped,WC,F,2,22.986
 59 ,Stepped,WC,F,2,24.404
 60 ,Stepped,WC,F,2,26.744
 61 ,Stepped,WC,F,2,29.241
 62 ,Stepped,WC,F,2,31.983
 63 ,Stepped,WC,F,2,35.741
 64 ,Stepped,WC,F,2,35.776
 19 ,Stepped,WC,F,5,5.754
 20 ,Stepped,WC,F,5,5.754
 21 ,Stepped,WC,F,5,5.754
 22 ,Stepped,WC,F,5,5.754
 23 ,Stepped,WC,F,5,5.754
 24 ,Stepped,WC,F,5,5.754
 25 ,Stepped,WC,F,5,5.754
 26 ,Stepped,WC,F,5,5.754
 27 ,Stepped,WC,F,5,5.891
 28 ,Stepped,WC,F,5,6.022
 29 ,Stepped,WC,F,5,6.172
 30 ,Stepped,WC,F,5,6.475
 31 ,Stepped,WC,F,5,6.555
 32 ,Stepped,WC,F,5,6.686
 33 ,Stepped,WC,F,5,6.871
 34 ,Stepped,WC,F,5,7.119
 35 ,Stepped,WC,F,5,7.351
 36 ,Stepped,WC,F,5,7.761
 37 ,Stepped,WC,F,5,8.086
 38 ,Stepped,WC,F,5,8.486
 39 ,Stepped,WC,F,5,9.009
 40 ,Stepped,WC,F,5,9.536
 41 ,Stepped,WC,F,5,10.280
 42 ,Stepped,WC,F,5,10.850
 43 ,Stepped,WC,F,5,11.720
 44 ,Stepped,WC,F,5,12.630
 45 ,Stepped,WC,F,5,13.515
 46 ,Stepped,WC,F,5,14.498
 47 ,Stepped,WC,F,5,15.612
 48 ,Stepped,WC,F,5,16.903
 49 ,Stepped,WC,F,5,18.315
 50 ,Stepped,WC,F,5,19.868
 51 ,Stepped,WC,F,5,21.581
 52 ,Stepped,WC,F,5,24.136
 53 ,Stepped,WC,F,5,25.970
 54 ,Stepped,WC,F,5,27.872
 55 ,Stepped,WC,F,5,29.262
 56 ,Stepped,WC,F,5,30.626
 57 ,Stepped,WC,F,5,32.363
 58 ,Stepped,WC,F,5,34.149
 59 ,Stepped,WC,F,5,34.061
 60 ,Stepped,WC,F,5,35.250
 61 ,Stepped,WC,F,5,36.158
 62 ,Stepped,WC,F,5,36.823
 63 ,Stepped,WC,F,5,37.281
 64 ,Stepped,WC,F,5,37.458
 19 ,Stepped,BC,M,1,3.004
 20 ,Stepped,BC,M,1,3.004
 21 ,Stepped,BC,M,1,3.004
 22 ,Stepped,BC,M,1,3.004
 23 ,Stepped,BC,M,1,2.986
 24 ,Stepped,BC,M,1,2.958
 25 ,Stepped,BC,M,1,2.970
 26 ,Stepped,BC,M,1,2.970
 27 ,Stepped,BC,M,1,3.036
 28 ,Stepped,BC,M,1,3.033
 29 ,Stepped,BC,M,1,3.008
 30 ,Stepped,BC,M,1,3.060
 31 ,Stepped,BC,M,1,3.093
 32 ,Stepped,BC,M,1,3.088
 33 ,Stepped,BC,M,1,3.167
 34 ,Stepped,BC,M,1,3.260
 35 ,Stepped,BC,M,1,3.295
 36 ,Stepped,BC,M,1,3.226
 37 ,Stepped,BC,M,1,3.317
 38 ,Stepped,BC,M,1,3.430
 39 ,Stepped,BC,M,1,3.561
 40 ,Stepped,BC,M,1,3.754
 41 ,Stepped,BC,M,1,3.912
 42 ,Stepped,BC,M,1,4.076
 43 ,Stepped,BC,M,1,4.253
 44 ,Stepped,BC,M,1,4.583
 45 ,Stepped,BC,M,1,4.814
 46 ,Stepped,BC,M,1,5.242
 47 ,Stepped,BC,M,1,5.519
 48 ,Stepped,BC,M,1,5.832
 49 ,Stepped,BC,M,1,6.388
 50 ,Stepped,BC,M,1,7.106
 51 ,Stepped,BC,M,1,7.753
 52 ,Stepped,BC,M,1,8.466
 53 ,Stepped,BC,M,1,9.294
 54 ,Stepped,BC,M,1,10.214
 55 ,Stepped,BC,M,1,11.441
 56 ,Stepped,BC,M,1,12.572
 57 ,Stepped,BC,M,1,14.086
 58 ,Stepped,BC,M,1,15.580
 59 ,Stepped,BC,M,1,17.080
 60 ,Stepped,BC,M,1,18.796
 61 ,Stepped,BC,M,1,20.612
 62 ,Stepped,BC,M,1,22.809
 63 ,Stepped,BC,M,1,23.769
 64 ,Stepped,BC,M,1,23.283
 19 ,Stepped,BC,M,2,3.004
 20 ,Stepped,BC,M,2,3.004
 21 ,Stepped,BC,M,2,3.004
 22 ,Stepped,BC,M,2,3.004
 23 ,Stepped,BC,M,2,2.986
 24 ,Stepped,BC,M,2,2.958
 25 ,Stepped,BC,M,2,2.970
 26 ,Stepped,BC,M,2,2.970
 27 ,Stepped,BC,M,2,3.036
 28 ,Stepped,BC,M,2,3.033
 29 ,Stepped,BC,M,2,3.008
 30 ,Stepped,BC,M,2,3.060
 31 ,Stepped,BC,M,2,3.093
 32 ,Stepped,BC,M,2,3.088
 33 ,Stepped,BC,M,2,3.167
 34 ,Stepped,BC,M,2,3.260
 35 ,Stepped,BC,M,2,3.295
 36 ,Stepped,BC,M,2,3.226
 37 ,Stepped,BC,M,2,3.317
 38 ,Stepped,BC,M,2,3.430
 39 ,Stepped,BC,M,2,3.561
 40 ,Stepped,BC,M,2,3.754
 41 ,Stepped,BC,M,2,3.912
 42 ,Stepped,BC,M,2,4.076
 43 ,Stepped,BC,M,2,4.253
 44 ,Stepped,BC,M,2,4.583
 45 ,Stepped,BC,M,2,4.814
 46 ,Stepped,BC,M,2,5.242
 47 ,Stepped,BC,M,2,5.519
 48 ,Stepped,BC,M,2,5.832
 49 ,Stepped,BC,M,2,6.388
 50 ,Stepped,BC,M,2,7.106
 51 ,Stepped,BC,M,2,7.753
 52 ,Stepped,BC,M,2,8.466
 53 ,Stepped,BC,M,2,9.294
 54 ,Stepped,BC,M,2,10.214
 55 ,Stepped,BC,M,2,11.441
 56 ,Stepped,BC,M,2,12.572
 57 ,Stepped,BC,M,2,14.086
 58 ,Stepped,BC,M,2,15.580
 59 ,Stepped,BC,M,2,17.080
 60 ,Stepped,BC,M,2,18.796
 61 ,Stepped,BC,M,2,20.612
 62 ,Stepped,BC,M,2,22.809
 63 ,Stepped,BC,M,2,23.769
 64 ,Stepped,BC,M,2,23.283
 19 ,Stepped,BC,M,5,3.806
 20 ,Stepped,BC,M,5,3.806
 21 ,Stepped,BC,M,5,3.806
 22 ,Stepped,BC,M,5,3.806
 23 ,Stepped,BC,M,5,3.806
 24 ,Stepped,BC,M,5,3.806
 25 ,Stepped,BC,M,5,3.806
 26 ,Stepped,BC,M,5,3.806
 27 ,Stepped,BC,M,5,3.895
 28 ,Stepped,BC,M,5,3.910
 29 ,Stepped,BC,M,5,3.940
 30 ,Stepped,BC,M,5,4.089
 31 ,Stepped,BC,M,5,4.238
 32 ,Stepped,BC,M,5,4.298
 33 ,Stepped,BC,M,5,4.446
 34 ,Stepped,BC,M,5,4.626
 35 ,Stepped,BC,M,5,4.775
 36 ,Stepped,BC,M,5,4.821
 37 ,Stepped,BC,M,5,5.061
 38 ,Stepped,BC,M,5,5.379
 39 ,Stepped,BC,M,5,5.674
 40 ,Stepped,BC,M,5,6.044
 41 ,Stepped,BC,M,5,6.405
 42 ,Stepped,BC,M,5,6.811
 43 ,Stepped,BC,M,5,7.220
 44 ,Stepped,BC,M,5,7.794
 45 ,Stepped,BC,M,5,8.226
 46 ,Stepped,BC,M,5,8.971
 47 ,Stepped,BC,M,5,9.518
 48 ,Stepped,BC,M,5,10.034
 49 ,Stepped,BC,M,5,10.955
 50 ,Stepped,BC,M,5,12.162
 51 ,Stepped,BC,M,5,13.288
 52 ,Stepped,BC,M,5,14.409
 53 ,Stepped,BC,M,5,15.717
 54 ,Stepped,BC,M,5,17.090
 55 ,Stepped,BC,M,5,18.651
 56 ,Stepped,BC,M,5,19.762
 57 ,Stepped,BC,M,5,21.347
 58 ,Stepped,BC,M,5,22.525
 59 ,Stepped,BC,M,5,23.344
 60 ,Stepped,BC,M,5,24.070
 61 ,Stepped,BC,M,5,24.854
 62 ,Stepped,BC,M,5,25.700
 63 ,Stepped,BC,M,5,24.793
 64 ,Stepped,BC,M,5,24.378
 19 ,Stepped,BC,F,1,4.154
 20 ,Stepped,BC,F,1,4.154
 21 ,Stepped,BC,F,1,4.208
 22 ,Stepped,BC,F,1,4.214
 23 ,Stepped,BC,F,1,4.207
 24 ,Stepped,BC,F,1,4.206
 25 ,Stepped,BC,F,1,4.190
 26 ,Stepped,BC,F,1,4.177
 27 ,Stepped,BC,F,1,4.268
 28 ,Stepped,BC,F,1,4.376
 29 ,Stepped,BC,F,1,4.435
 30 ,Stepped,BC,F,1,4.589
 31 ,Stepped,BC,F,1,4.627
 32 ,Stepped,BC,F,1,4.585
 33 ,Stepped,BC,F,1,4.590
 34 ,Stepped,BC,F,1,4.650
 35 ,Stepped,BC,F,1,4.734
 36 ,Stepped,BC,F,1,4.914
 37 ,Stepped,BC,F,1,5.103
 38 ,Stepped,BC,F,1,5.221
 39 ,Stepped,BC,F,1,5.411
 40 ,Stepped,BC,F,1,5.618
 41 ,Stepped,BC,F,1,5.946
 42 ,Stepped,BC,F,1,6.307
 43 ,Stepped,BC,F,1,6.670
 44 ,Stepped,BC,F,1,7.112
 45 ,Stepped,BC,F,1,7.577
 46 ,Stepped,BC,F,1,8.097
 47 ,Stepped,BC,F,1,8.715
 48 ,Stepped,BC,F,1,9.474
 49 ,Stepped,BC,F,1,10.354
 50 ,Stepped,BC,F,1,11.233
 51 ,Stepped,BC,F,1,12.204
 52 ,Stepped,BC,F,1,13.609
 53 ,Stepped,BC,F,1,14.725
 54 ,Stepped,BC,F,1,16.021
 55 ,Stepped,BC,F,1,17.240
 56 ,Stepped,BC,F,1,18.643
 57 ,Stepped,BC,F,1,20.597
 58 ,Stepped,BC,F,1,22.986
 59 ,Stepped,BC,F,1,24.404
 60 ,Stepped,BC,F,1,26.744
 61 ,Stepped,BC,F,1,29.241
 62 ,Stepped,BC,F,1,31.983
 63 ,Stepped,BC,F,1,35.741
 64 ,Stepped,BC,F,1,35.776
 19 ,Stepped,BC,F,2,4.154
 20 ,Stepped,BC,F,2,4.154
 21 ,Stepped,BC,F,2,4.208
 22 ,Stepped,BC,F,2,4.214
 23 ,Stepped,BC,F,2,4.207
 24 ,Stepped,BC,F,2,4.206
 25 ,Stepped,BC,F,2,4.190
 26 ,Stepped,BC,F,2,4.177
 27 ,Stepped,BC,F,2,4.268
 28 ,Stepped,BC,F,2,4.376
 29 ,Stepped,BC,F,2,4.435
 30 ,Stepped,BC,F,2,4.589
 31 ,Stepped,BC,F,2,4.627
 32 ,Stepped,BC,F,2,4.585
 33 ,Stepped,BC,F,2,4.590
 34 ,Stepped,BC,F,2,4.650
 35 ,Stepped,BC,F,2,4.734
 36 ,Stepped,BC,F,2,4.914
 37 ,Stepped,BC,F,2,5.103
 38 ,Stepped,BC,F,2,5.221
 39 ,Stepped,BC,F,2,5.411
 40 ,Stepped,BC,F,2,5.618
 41 ,Stepped,BC,F,2,5.946
 42 ,Stepped,BC,F,2,6.307
 43 ,Stepped,BC,F,2,6.670
 44 ,Stepped,BC,F,2,7.112
 45 ,Stepped,BC,F,2,7.577
 46 ,Stepped,BC,F,2,8.097
 47 ,Stepped,BC,F,2,8.715
 48 ,Stepped,BC,F,2,9.474
 49 ,Stepped,BC,F,2,10.354
 50 ,Stepped,BC,F,2,11.233
 51 ,Stepped,BC,F,2,12.204
 52 ,Stepped,BC,F,2,13.609
 53 ,Stepped,BC,F,2,14.725
 54 ,Stepped,BC,F,2,16.021
 55 ,Stepped,BC,F,2,17.240
 56 ,Stepped,BC,F,2,18.643
 57 ,Stepped,BC,F,2,20.597
 58 ,Stepped,BC,F,2,22.986
 59 ,Stepped,BC,F,2,24.404
 60 ,Stepped,BC,F,2,26.744
 61 ,Stepped,BC,F,2,29.241
 62 ,Stepped,BC,F,2,31.983
 63 ,Stepped,BC,F,2,35.741
 64 ,Stepped,BC,F,2,35.776
 19 ,Stepped,BC,F,5,5.754
 20 ,Stepped,BC,F,5,5.754
 21 ,Stepped,BC,F,5,5.754
 22 ,Stepped,BC,F,5,5.754
 23 ,Stepped,BC,F,5,5.754
 24 ,Stepped,BC,F,5,5.754
 25 ,Stepped,BC,F,5,5.754
 26 ,Stepped,BC,F,5,5.754
 27 ,Stepped,BC,F,5,5.891
 28 ,Stepped,BC,F,5,6.022
 29 ,Stepped,BC,F,5,6.172
 30 ,Stepped,BC,F,5,6.475
 31 ,Stepped,BC,F,5,6.555
 32 ,Stepped,BC,F,5,6.686
 33 ,Stepped,BC,F,5,6.871
 34 ,Stepped,BC,F,5,7.119
 35 ,Stepped,BC,F,5,7.351
 36 ,Stepped,BC,F,5,7.761
 37 ,Stepped,BC,F,5,8.086
 38 ,Stepped,BC,F,5,8.486
 39 ,Stepped,BC,F,5,9.009
 40 ,Stepped,BC,F,5,9.536
 41 ,Stepped,BC,F,5,10.280
 42 ,Stepped,BC,F,5,10.850
 43 ,Stepped,BC,F,5,11.720
 44 ,Stepped,BC,F,5,12.630
 45 ,Stepped,BC,F,5,13.515
 46 ,Stepped,BC,F,5,14.498
 47 ,Stepped,BC,F,5,15.612
 48 ,Stepped,BC,F,5,16.903
 49 ,Stepped,BC,F,5,18.315
 50 ,Stepped,BC,F,5,19.868
 51 ,Stepped,BC,F,5,21.581
 52 ,Stepped,BC,F,5,24.136
 53 ,Stepped,BC,F,5,25.970
 54 ,Stepped,BC,F,5,27.872
 55 ,Stepped,BC,F,5,29.262
 56 ,Stepped,BC,F,5,30.626
 57 ,Stepped,BC,F,5,32.363
 58 ,Stepped,BC,F,5,34.149
 59 ,Stepped,BC,F,5,34.061
 60 ,Stepped,BC,F,5,35.250
 61 ,Stepped,BC,F,5,36.158
 62 ,Stepped,BC,F,5,36.823
 63 ,Stepped,BC,F,5,37.281
 64 ,Stepped,BC,F,5,37.458
 19 ,Level,WC,M,1,3.004
 20 ,Level,WC,M,1,3.004
 21 ,Level,WC,M,1,3.004
 22 ,Level,WC,M,1,3.004
 23 ,Level,WC,M,1,2.986
 24 ,Level,WC,M,1,2.958
 25 ,Level,WC,M,1,2.970
 26 ,Level,WC,M,1,2.970
 27 ,Level,WC,M,1,3.036
 28 ,Level,WC,M,1,3.033
 29 ,Level,WC,M,1,3.008
 30 ,Level,WC,M,1,3.060
 31 ,Level,WC,M,1,3.093
 32 ,Level,WC,M,1,3.088
 33 ,Level,WC,M,1,3.167
 34 ,Level,WC,M,1,3.260
 35 ,Level,WC,M,1,3.295
 36 ,Level,WC,M,1,3.226
 37 ,Level,WC,M,1,3.317
 38 ,Level,WC,M,1,3.430
 39 ,Level,WC,M,1,3.561
 40 ,Level,WC,M,1,3.754
 41 ,Level,WC,M,1,3.912
 42 ,Level,WC,M,1,4.076
 43 ,Level,WC,M,1,4.253
 44 ,Level,WC,M,1,4.583
 45 ,Level,WC,M,1,4.814
 46 ,Level,WC,M,1,5.242
 47 ,Level,WC,M,1,5.519
 48 ,Level,WC,M,1,5.832
 49 ,Level,WC,M,1,6.388
 50 ,Level,WC,M,1,7.106
 51 ,Level,WC,M,1,7.753
 52 ,Level,WC,M,1,8.466
 53 ,Level,WC,M,1,9.294
 54 ,Level,WC,M,1,10.214
 55 ,Level,WC,M,1,11.441
 56 ,Level,WC,M,1,12.572
 57 ,Level,WC,M,1,14.086
 58 ,Level,WC,M,1,15.580
 59 ,Level,WC,M,1,17.080
 60 ,Level,WC,M,1,18.796
 61 ,Level,WC,M,1,20.612
 62 ,Level,WC,M,1,22.809
 63 ,Level,WC,M,1,23.769
 64 ,Level,WC,M,1,23.283
 19 ,Level,WC,M,2,3.806
 20 ,Level,WC,M,2,3.806
 21 ,Level,WC,M,2,3.806
 22 ,Level,WC,M,2,3.806
 23 ,Level,WC,M,2,3.806
 24 ,Level,WC,M,2,3.806
 25 ,Level,WC,M,2,3.806
 26 ,Level,WC,M,2,3.806
 27 ,Level,WC,M,2,3.895
 28 ,Level,WC,M,2,3.910
 29 ,Level,WC,M,2,3.940
 30 ,Level,WC,M,2,4.089
 31 ,Level,WC,M,2,4.238
 32 ,Level,WC,M,2,4.298
 33 ,Level,WC,M,2,4.446
 34 ,Level,WC,M,2,4.626
 35 ,Level,WC,M,2,4.775
 36 ,Level,WC,M,2,4.821
 37 ,Level,WC,M,2,5.061
 38 ,Level,WC,M,2,5.379
 39 ,Level,WC,M,2,5.674
 40 ,Level,WC,M,2,6.044
 41 ,Level,WC,M,2,6.405
 42 ,Level,WC,M,2,6.811
 43 ,Level,WC,M,2,7.220
 44 ,Level,WC,M,2,7.794
 45 ,Level,WC,M,2,8.226
 46 ,Level,WC,M,2,8.971
 47 ,Level,WC,M,2,9.518
 48 ,Level,WC,M,2,10.034
 49 ,Level,WC,M,2,10.955
 50 ,Level,WC,M,2,12.162
 51 ,Level,WC,M,2,13.288
 52 ,Level,WC,M,2,14.409
 53 ,Level,WC,M,2,15.717
 54 ,Level,WC,M,2,17.090
 55 ,Level,WC,M,2,18.651
 56 ,Level,WC,M,2,19.762
 57 ,Level,WC,M,2,21.347
 58 ,Level,WC,M,2,22.525
 59 ,Level,WC,M,2,23.344
 60 ,Level,WC,M,2,24.070
 61 ,Level,WC,M,2,24.854
 62 ,Level,WC,M,2,25.700
 63 ,Level,WC,M,2,24.793
 64 ,Level,WC,M,2,24.378
 19 ,Level,WC,M,5,3.806
 20 ,Level,WC,M,5,3.806
 21 ,Level,WC,M,5,3.806
 22 ,Level,WC,M,5,3.806
 23 ,Level,WC,M,5,3.806
 24 ,Level,WC,M,5,3.806
 25 ,Level,WC,M,5,3.806
 26 ,Level,WC,M,5,3.806
 27 ,Level,WC,M,5,3.895
 28 ,Level,WC,M,5,3.910
 29 ,Level,WC,M,5,3.940
 30 ,Level,WC,M,5,4.089
 31 ,Level,WC,M,5,4.238
 32 ,Level,WC,M,5,4.298
 33 ,Level,WC,M,5,4.446
 34 ,Level,WC,M,5,4.626
 35 ,Level,WC,M,5,4.775
 36 ,Level,WC,M,5,4.821
 37 ,Level,WC,M,5,5.061
 38 ,Level,WC,M,5,5.379
 39 ,Level,WC,M,5,5.674
 40 ,Level,WC,M,5,6.044
 41 ,Level,WC,M,5,6.405
 42 ,Level,WC,M,5,6.811
 43 ,Level,WC,M,5,7.220
 44 ,Level,WC,M,5,7.794
 45 ,Level,WC,M,5,8.226
 46 ,Level,WC,M,5,8.971
 47 ,Level,WC,M,5,9.518
 48 ,Level,WC,M,5,10.034
 49 ,Level,WC,M,5,10.955
